word,small_class,cilin_code,relation,line_id,small_label
产科,Dk03,Dk03B17,#,15054,Dk03 · 科学
京剧学,Dk03,Dk03A10,#,15035,Dk03 · 科学
人学,Dk03,Dk03A10,#,15035,Dk03 · 科学
人权学,Dk03,Dk03A10,#,15035,Dk03 · 科学
仿生学,Dk03,Dk03A10,#,15035,Dk03 · 科学
体操课,Dk03,Dk03B08,=,15045,Dk03 · 科学
佛学,Dk03,Dk03A10,#,15035,Dk03 · 科学
作业题,Dk03,Dk03C09,#,15065,Dk03 · 科学
光学,Dk03,Dk03A10,#,15035,Dk03 · 科学
党课,Dk03,Dk03B16,#,15053,Dk03 · 科学
公共课,Dk03,Dk03B16,#,15053,Dk03 · 科学
关系学,Dk03,Dk03A10,#,15035,Dk03 · 科学
军事学,Dk03,Dk03A10,#,15035,Dk03 · 科学
军事科学,Dk03,Dk03A10,#,15035,Dk03 · 科学
农科,Dk03,Dk03B15,#,15052,Dk03 · 科学
剧艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学
力学,Dk03,Dk03A10,#,15035,Dk03 · 科学
动物学,Dk03,Dk03A10,#,15035,Dk03 · 科学
医学,Dk03,Dk03A07,=,15032,Dk03 · 科学
医学,Dk03,Dk03B09,=,15046,Dk03 · 科学
十字花科,Dk03,Dk03A10,#,15035,Dk03 · 科学
卫生学,Dk03,Dk03A10,#,15035,Dk03 · 科学
品德课,Dk03,Dk03B16,#,15053,Dk03 · 科学
团课,Dk03,Dk03B16,#,15053,Dk03 · 科学
园艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学
地学,Dk03,Dk03A10,#,15035,Dk03 · 科学
地球化学,Dk03,Dk03A10,#,15035,Dk03 · 科学
地震学,Dk03,Dk03A10,#,15035,Dk03 · 科学
声韵学,Dk03,Dk03A05,=,15030,Dk03 · 科学
外交学,Dk03,Dk03A10,#,15035,Dk03 · 科学
外语课,Dk03,Dk03B05,=,15042,Dk03 · 科学
家庭作业,Dk03,Dk03C04,=,15060,Dk03 · 科学
工科,Dk03,Dk03B15,#,15052,Dk03 · 科学
工艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学
常识课,Dk03,Dk03B16,#,15053,Dk03 · 科学
年代学,Dk03,Dk03A10,#,15035,Dk03 · 科学
战略学,Dk03,Dk03A10,#,15035,Dk03 · 科学
数理,Dk03,Dk03B18,#,15055,Dk03 · 科学
文化学,Dk03,Dk03A11,#,15036,Dk03 · 科学
文史,Dk03,Dk03B18,#,15055,Dk03 · 科学
文科,Dk03,Dk03B15,#,15052,Dk03 · 科学
文艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学
新闻学,Dk03,Dk03A10,#,15035,Dk03 · 科学
校勘学,Dk03,Dk03A10,#,15035,Dk03 · 科学
植物学,Dk03,Dk03A10,#,15035,Dk03 · 科学
欣赏课,Dk03,Dk03B16,#,15053,Dk03 · 科学
民俗学,Dk03,Dk03A10,#,15035,Dk03 · 科学
水利学,Dk03,Dk03A10,#,15035,Dk03 · 科学
水力学,Dk03,Dk03A10,#,15035,Dk03 · 科学
水文学,Dk03,Dk03A10,#,15035,Dk03 · 科学
治疗学,Dk03,Dk03A10,#,15035,Dk03 · 科学
海洋学,Dk03,Dk03A10,#,15035,Dk03 · 科学
物理学,Dk03,Dk03A10,#,15035,Dk03 · 科学
现象学,Dk03,Dk03A10,#,15035,Dk03 · 科学
理化,Dk03,Dk03B04,=,15041,Dk03 · 科学
理科,Dk03,Dk03B15,#,15052,Dk03 · 科学
生态学,Dk03,Dk03A10,#,15035,Dk03 · 科学
生物学,Dk03,Dk03A10,#,15035,Dk03 · 科学
生理学,Dk03,Dk03A10,#,15035,Dk03 · 科学
电子光学,Dk03,Dk03A10,#,15035,Dk03 · 科学
电子学,Dk03,Dk03A10,#,15035,Dk03 · 科学
白卷,Dk03,Dk03C10,#,15066,Dk03 · 科学
皮肤科,Dk03,Dk03B17,#,15054,Dk03 · 科学
社科,Dk03,Dk03B15,#,15052,Dk03 · 科学
神学,Dk03,Dk03A10,#,15035,Dk03 · 科学
神经科,Dk03,Dk03B17,#,15054,Dk03 · 科学
科学学,Dk03,Dk03A10,#,15035,Dk03 · 科学
科技,Dk03,Dk03A12,#,15037,Dk03 · 科学
空间科学,Dk03,Dk03A10,#,15035,Dk03 · 科学
立体几何,Dk03,Dk03B18,#,15055,Dk03 · 科学
答案,Dk03,Dk03C10,#,15066,Dk03 · 科学
算学,Dk03,Dk03A10,#,15035,Dk03 · 科学
算术课,Dk03,Dk03B03,=,15040,Dk03 · 科学
管理科学,Dk03,Dk03A10,#,15035,Dk03 · 科学
练习题,Dk03,Dk03C02,=,15058,Dk03 · 科学
细胞学,Dk03,Dk03A10,#,15035,Dk03 · 科学
结构力学,Dk03,Dk03A10,#,15035,Dk03 · 科学
统筹学,Dk03,Dk03A10,#,15035,Dk03 · 科学
美学,Dk03,Dk03A10,#,15035,Dk03 · 科学
考题,Dk03,Dk03C06,=,15062,Dk03 · 科学
自然课,Dk03,Dk03B16,#,15053,Dk03 · 科学
药剂学,Dk03,Dk03A10,#,15035,Dk03 · 科学
药理学,Dk03,Dk03A10,#,15035,Dk03 · 科学
试卷,Dk03,Dk03C08,=,15064,Dk03 · 科学
语义学,Dk03,Dk03A10,#,15035,Dk03 · 科学
语法学,Dk03,Dk03A06,=,15031,Dk03 · 科学
语源学,Dk03,Dk03A10,#,15035,Dk03 · 科学
跨学科,Dk03,Dk03A10,#,15035,Dk03 · 科学
辩学,Dk03,Dk03A10,#,15035,Dk03 · 科学
选修课,Dk03,Dk03B16,#,15053,Dk03 · 科学
选择题,Dk03,Dk03C09,#,15065,Dk03 · 科学
逻辑学,Dk03,Dk03A04,=,15029,Dk03 · 科学
遗传工程,Dk03,Dk03B18,#,15055,Dk03 · 科学
量子力学,Dk03,Dk03A10,#,15035,Dk03 · 科学
音韵学,Dk03,Dk03A05,=,15030,Dk03 · 科学
高科技,Dk03,Dk03A12,#,15037,Dk03 · 科学
高能物理,Dk03,Dk03B18,#,15055,Dk03 · 科学
专文,Dk19,Dk19B35,#,15506,Dk19 · 著述
专稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
二十五史,Dk19,Dk19A15,#,15468,Dk19 · 著述
五经,Dk19,Dk19A15,#,15468,Dk19 · 著述
作品选,Dk19,Dk19A16,#,15469,Dk19 · 著述
例文,Dk19,Dk19B28,#,15499,Dk19 · 著述
修改稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
出世作,Dk19,Dk19A04,=,15457,Dk19 · 著述
制艺,Dk19,Dk19B04,=,15475,Dk19 · 著述
力作,Dk19,Dk19A03,=,15456,Dk19 · 著述
单篇,Dk19,Dk19B36,#,15507,Dk19 · 著述
压卷之作,Dk19,Dk19A03,=,15456,Dk19 · 著述
原稿,Dk19,Dk19C03,=,15510,Dk19 · 著述
原著,Dk19,Dk19A13,#,15466,Dk19 · 著述
双城记,Dk19,Dk19A15,#,15468,Dk19 · 著述
发言稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
叙事文,Dk19,Dk19B14,=,15485,Dk19 · 著述
史志,Dk19,Dk19A14,#,15467,Dk19 · 著述
史记,Dk19,Dk19A15,#,15468,Dk19 · 著述
名篇,Dk19,Dk19A03,=,15456,Dk19 · 著述
哀辞,Dk19,Dk19B06,=,15477,Dk19 · 著述
四六文,Dk19,Dk19B16,=,15487,Dk19 · 著述
墓志铭,Dk19,Dk19B09,=,15480,Dk19 · 著述
大笔,Dk19,Dk19A03,=,15456,Dk19 · 著述
天方夜谭,Dk19,Dk19A15,#,15468,Dk19 · 著述
奇文,Dk19,Dk19B35,#,15506,Dk19 · 著述
姊妹篇,Dk19,Dk19B33,#,15504,Dk19 · 著述
实用文,Dk19,Dk19B13,=,15484,Dk19 · 著述
巨制,Dk19,Dk19A02,=,15455,Dk19 · 著述
巨著,Dk19,Dk19A02,=,15455,Dk19 · 著述
序论,Dk19,Dk19B21,@,15492,Dk19 · 著述
底稿,Dk19,Dk19C04,=,15511,Dk19 · 著述
异文,Dk19,Dk19B28,#,15499,Dk19 · 著述
急就章,Dk19,Dk19A06,=,15459,Dk19 · 著述
悼词,Dk19,Dk19B06,=,15477,Dk19 · 著述
成文,Dk19,Dk19B01,=,15472,Dk19 · 著述
手笔,Dk19,Dk19A08,=,15461,Dk19 · 著述
打印稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
批文,Dk19,Dk19B28,#,15499,Dk19 · 著述
拙稿,Dk19,Dk19A05,=,15458,Dk19 · 著述
拙笔,Dk19,Dk19A05,=,15458,Dk19 · 著述
挽词,Dk19,Dk19B06,=,15477,Dk19 · 著述
文言,Dk19,Dk19B11,=,15482,Dk19 · 著述
文言文,Dk19,Dk19B11,=,15482,Dk19 · 著述
旧作,Dk19,Dk19A14,#,15467,Dk19 · 著述
未定稿,Dk19,Dk19C03,=,15510,Dk19 · 著述
本草,Dk19,Dk19A11,@,15464,Dk19 · 著述
本草纲目,Dk19,Dk19A15,#,15468,Dk19 · 著述
札记,Dk19,Dk19B05,=,15476,Dk19 · 著述
来文,Dk19,Dk19B28,#,15499,Dk19 · 著述
样稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
楚辞,Dk19,Dk19A15,#,15468,Dk19 · 著述
歌赋,Dk19,Dk19A18,#,15471,Dk19 · 著述
正传,Dk19,Dk19B19,@,15490,Dk19 · 著述
残稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
汉书,Dk19,Dk19A15,#,15468,Dk19 · 著述
片纸只字,Dk19,Dk19A09,=,15462,Dk19 · 著述
电文,Dk19,Dk19B28,#,15499,Dk19 · 著述
画卷,Dk19,Dk19A12,@,15465,Dk19 · 著述
真迹,Dk19,Dk19A08,=,15461,Dk19 · 著述
短文,Dk19,Dk19B28,#,15499,Dk19 · 著述
碑文,Dk19,Dk19B07,=,15478,Dk19 · 著述
碑记,Dk19,Dk19B07,=,15478,Dk19 · 著述
社论,Dk19,Dk19B02,=,15473,Dk19 · 著述
祷文,Dk19,Dk19B06,=,15477,Dk19 · 著述
稿件,Dk19,Dk19C01,=,15508,Dk19 · 著述
稿本,Dk19,Dk19C04,=,15511,Dk19 · 著述
笔札,Dk19,Dk19B01,=,15472,Dk19 · 著述
篇什,Dk19,Dk19B33,#,15504,Dk19 · 著述
红楼梦,Dk19,Dk19A15,#,15468,Dk19 · 著述
纪实,Dk19,Dk19B18,@,15489,Dk19 · 著述
绝响,Dk19,Dk19A03,=,15456,Dk19 · 著述
绝笔,Dk19,Dk19A07,=,15460,Dk19 · 著述
艺文,Dk19,Dk19B20,@,15491,Dk19 · 著述
补白,Dk19,Dk19B30,#,15501,Dk19 · 著述
讨论稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
论丛,Dk19,Dk19A17,#,15470,Dk19 · 著述
论说文,Dk19,Dk19B15,=,15486,Dk19 · 著述
译丛,Dk19,Dk19A17,#,15470,Dk19 · 著述
译文,Dk19,Dk19B28,#,15499,Dk19 · 著述
译稿,Dk19,Dk19C07,#,15514,Dk19 · 著述
译著,Dk19,Dk19A13,#,15466,Dk19 · 著述
诗词选,Dk19,Dk19A16,#,15469,Dk19 · 著述
话说,Dk19,Dk19B22,@,15493,Dk19 · 著述
语体文,Dk19,Dk19B12,=,15483,Dk19 · 著述
说明文,Dk19,Dk19B15,=,15486,Dk19 · 著述
课文,Dk19,Dk19B29,#,15500,Dk19 · 著述
辞章,Dk19,Dk19B26,=,15497,Dk19 · 著述
遗墨,Dk19,Dk19A07,=,15460,Dk19 · 著述
遗稿,Dk19,Dk19A07,=,15460,Dk19 · 著述
遗著,Dk19,Dk19A07,=,15460,Dk19 · 著述
邓选,Dk19,Dk19A15,#,15468,Dk19 · 著述
释文,Dk19,Dk19B28,#,15499,Dk19 · 著述
长卷,Dk19,Dk19B36,#,15507,Dk19 · 著述
长篇,Dk19,Dk19B36,#,15507,Dk19 · 著述
长编,Dk19,Dk19C03,=,15510,Dk19 · 著述
雄文,Dk19,Dk19A03,=,15456,Dk19 · 著述
韵文,Dk19,Dk19B28,#,15499,Dk19 · 著述
鸣谢碑,Dk19,Dk19B34,#,15505,Dk19 · 著述
鸿篇,Dk19,Dk19B33,#,15504,Dk19 · 著述
上座率,Dn07,Dn07A03,#,16415,Dn07 · 比率
上涨率,Dn07,Dn07A03,#,16415,Dn07 · 比率
中标率,Dn07,Dn07A03,#,16415,Dn07 · 比率
产出率,Dn07,Dn07A03,#,16415,Dn07 · 比率
产量比,Dn07,Dn07B04,#,16419,Dn07 · 比率
优秀率,Dn07,Dn07A03,#,16415,Dn07 · 比率
优良率,Dn07,Dn07A03,#,16415,Dn07 · 比率
传动比,Dn07,Dn07B04,#,16419,Dn07 · 比率
使用率,Dn07,Dn07A03,#,16415,Dn07 · 比率
保险费率,Dn07,Dn07A03,#,16415,Dn07 · 比率
债务率,Dn07,Dn07A03,#,16415,Dn07 · 比率
储备率,Dn07,Dn07A03,#,16415,Dn07 · 比率
兑换率,Dn07,Dn07A03,#,16415,Dn07 · 比率
入学率,Dn07,Dn07A03,#,16415,Dn07 · 比率
再就业率,Dn07,Dn07A03,#,16415,Dn07 · 比率
准备金率,Dn07,Dn07A03,#,16415,Dn07 · 比率
准确率,Dn07,Dn07A03,#,16415,Dn07 · 比率
出勤率,Dn07,Dn07A03,#,16415,Dn07 · 比率
出生率,Dn07,Dn07A03,#,16415,Dn07 · 比率
出警率,Dn07,Dn07A03,#,16415,Dn07 · 比率
利率,Dn07,Dn07A03,#,16415,Dn07 · 比率
占有率,Dn07,Dn07A03,#,16415,Dn07 · 比率
发射率,Dn07,Dn07A03,#,16415,Dn07 · 比率
发案率,Dn07,Dn07A03,#,16415,Dn07 · 比率
发生率,Dn07,Dn07A03,#,16415,Dn07 · 比率
发芽势,Dn07,Dn07A03,#,16415,Dn07 · 比率
发芽率,Dn07,Dn07A03,#,16415,Dn07 · 比率
合格率,Dn07,Dn07A03,#,16415,Dn07 · 比率
周率,Dn07,Dn07A03,#,16415,Dn07 · 比率
周转率,Dn07,Dn07A03,#,16415,Dn07 · 比率
命中率,Dn07,Dn07A03,#,16415,Dn07 · 比率
固定汇率,Dn07,Dn07A03,#,16415,Dn07 · 比率
增长点,Dn07,Dn07B04,#,16419,Dn07 · 比率
复利率,Dn07,Dn07A03,#,16415,Dn07 · 比率
存活率,Dn07,Dn07A03,#,16415,Dn07 · 比率
就业率,Dn07,Dn07A03,#,16415,Dn07 · 比率
巩固率,Dn07,Dn07A03,#,16415,Dn07 · 比率
差价率,Dn07,Dn07A03,#,16415,Dn07 · 比率
带勤率,Dn07,Dn07A03,#,16415,Dn07 · 比率
应用率,Dn07,Dn07A03,#,16415,Dn07 · 比率
开工率,Dn07,Dn07A03,#,16415,Dn07 · 比率
感染率,Dn07,Dn07A03,#,16415,Dn07 · 比率
成功率,Dn07,Dn07A03,#,16415,Dn07 · 比率
所得税率,Dn07,Dn07A03,#,16415,Dn07 · 比率
扁率,Dn07,Dn07A03,#,16415,Dn07 · 比率
扣除率,Dn07,Dn07A03,#,16415,Dn07 · 比率
批销费率,Dn07,Dn07A03,#,16415,Dn07 · 比率
投资率,Dn07,Dn07A03,#,16415,Dn07 · 比率
报酬率,Dn07,Dn07A03,#,16415,Dn07 · 比率
接通率,Dn07,Dn07A03,#,16415,Dn07 · 比率
收益率,Dn07,Dn07A03,#,16415,Dn07 · 比率
收缴率,Dn07,Dn07A03,#,16415,Dn07 · 比率
收视率,Dn07,Dn07A03,#,16415,Dn07 · 比率
收贷率,Dn07,Dn07A03,#,16415,Dn07 · 比率
斜率,Dn07,Dn07A03,#,16415,Dn07 · 比率
有效率,Dn07,Dn07A03,#,16415,Dn07 · 比率
查准率,Dn07,Dn07A03,#,16415,Dn07 · 比率
概率,Dn07,Dn07A02,=,16414,Dn07 · 比率
比例,Dn07,Dn07B01,=,16416,Dn07 · 比率
比重,Dn07,Dn07C01,=,16420,Dn07 · 比率
毛利率,Dn07,Dn07A03,#,16415,Dn07 · 比率
汇率,Dn07,Dn07A03,#,16415,Dn07 · 比率
波特率,Dn07,Dn07A03,#,16415,Dn07 · 比率
浮动汇率,Dn07,Dn07A03,#,16415,Dn07 · 比率
淘汰率,Dn07,Dn07A03,#,16415,Dn07 · 比率
满意率,Dn07,Dn07A03,#,16415,Dn07 · 比率
焦比,Dn07,Dn07B04,#,16419,Dn07 · 比率
犯罪率,Dn07,Dn07A03,#,16415,Dn07 · 比率
生育率,Dn07,Dn07A03,#,16415,Dn07 · 比率
生长率,Dn07,Dn07A03,#,16415,Dn07 · 比率
用率,Dn07,Dn07A03,#,16415,Dn07 · 比率
申报率,Dn07,Dn07A03,#,16415,Dn07 · 比率
电功率,Dn07,Dn07A03,#,16415,Dn07 · 比率
百分比,Dn07,Dn07C01,=,16420,Dn07 · 比率
百分率,Dn07,Dn07A03,#,16415,Dn07 · 比率
相率,Dn07,Dn07A03,#,16415,Dn07 · 比率
磁导率,Dn07,Dn07A03,#,16415,Dn07 · 比率
祖率,Dn07,Dn07A03,#,16415,Dn07 · 比率
票房价值,Dn07,Dn07A02,=,16414,Dn07 · 比率
租售率,Dn07,Dn07A03,#,16415,Dn07 · 比率
稳定率,Dn07,Dn07A03,#,16415,Dn07 · 比率
繁殖率,Dn07,Dn07A03,#,16415,Dn07 · 比率
结实率,Dn07,Dn07A03,#,16415,Dn07 · 比率
结案率,Dn07,Dn07A03,#,16415,Dn07 · 比率
统供率,Dn07,Dn07A03,#,16415,Dn07 · 比率
节资率,Dn07,Dn07A03,#,16415,Dn07 · 比率
衣分,Dn07,Dn07B04,#,16419,Dn07 · 比率
贡献率,Dn07,Dn07A03,#,16415,Dn07 · 比率
贴补率,Dn07,Dn07A03,#,16415,Dn07 · 比率
贷存比,Dn07,Dn07B04,#,16419,Dn07 · 比率
转化率,Dn07,Dn07A03,#,16415,Dn07 · 比率
达标率,Dn07,Dn07A03,#,16415,Dn07 · 比率
返修率,Dn07,Dn07A03,#,16415,Dn07 · 比率
违章率,Dn07,Dn07A03,#,16415,Dn07 · 比率
速率,Dn07,Dn07A03,#,16415,Dn07 · 比率
配比,Dn07,Dn07A03,#,16415,Dn07 · 比率
采收率,Dn07,Dn07A03,#,16415,Dn07 · 比率
销售率,Dn07,Dn07A03,#,16415,Dn07 · 比率
零税率,Dn07,Dn07A03,#,16415,Dn07 · 比率
非文盲率,Dn07,Dn07A03,#,16415,Dn07 · 比率
一了百了,Ig01,Ig01B01,=,22590,Ig01 · 从头
上路,Ig01,Ig01A08,=,22573,Ig01 · 从头
下学,Ig01,Ig01B10,=,22599,Ig01 · 从头
下操,Ig01,Ig01B08,=,22597,Ig01 · 从头
下班,Ig01,Ig01B07,=,22596,Ig01 · 从头
下课,Ig01,Ig01B09,@,22598,Ig01 · 从头
为止,Ig01,Ig01B01,=,22590,Ig01 · 从头
了事,Ig01,Ig01B01,=,22590,Ig01 · 从头
了断,Ig01,Ig01B01,=,22590,Ig01 · 从头
了结,Ig01,Ig01B01,=,22590,Ig01 · 从头
从头,Ig01,Ig01A01,=,22566,Ig01 · 从头
休业,Ig01,Ig01B15,#,22604,Ig01 · 从头
住手,Ig01,Ig01B02,=,22591,Ig01 · 从头
作罢,Ig01,Ig01B03,=,22592,Ig01 · 从头
入伏,Ig01,Ig01A15,@,22580,Ig01 · 从头
入冬,Ig01,Ig01A24,=,22589,Ig01 · 从头
入夏,Ig01,Ig01A24,=,22589,Ig01 · 从头
入手,Ig01,Ig01A02,=,22567,Ig01 · 从头
入春,Ig01,Ig01A24,=,22589,Ig01 · 从头
入秋,Ig01,Ig01A24,=,22589,Ig01 · 从头
兴工,Ig01,Ig01A03,=,22568,Ig01 · 从头
出伏,Ig01,Ig01B16,#,22605,Ig01 · 从头
出发,Ig01,Ig01A08,=,22573,Ig01 · 从头
出航,Ig01,Ig01A10,=,22575,Ig01 · 从头
初始,Ig01,Ig01A01,=,22566,Ig01 · 从头
初来乍到,Ig01,Ig01A19,@,22584,Ig01 · 从头
初露,Ig01,Ig01A01,=,22566,Ig01 · 从头
剧终,Ig01,Ig01B05,=,22594,Ig01 · 从头
千帆竞发,Ig01,Ig01A01,=,22566,Ig01 · 从头
发车,Ig01,Ig01A09,=,22574,Ig01 · 从头
启动,Ig01,Ig01A07,=,22572,Ig01 · 从头
启幕,Ig01,Ig01A01,=,22566,Ig01 · 从头
启碇,Ig01,Ig01A10,=,22575,Ig01 · 从头
启程,Ig01,Ig01A08,=,22573,Ig01 · 从头
启航,Ig01,Ig01A07,=,22572,Ig01 · 从头
启运,Ig01,Ig01A12,=,22577,Ig01 · 从头
告竣,Ig01,Ig01B01,=,22590,Ig01 · 从头
告终,Ig01,Ig01B01,=,22590,Ig01 · 从头
售完,Ig01,Ig01B11,=,22600,Ig01 · 从头
善终,Ig01,Ig01B01,=,22590,Ig01 · 从头
善罢甘休,Ig01,Ig01B02,=,22591,Ig01 · 从头
始业,Ig01,Ig01A05,=,22570,Ig01 · 从头
始发,Ig01,Ig01A01,=,22566,Ig01 · 从头
始起,Ig01,Ig01A01,=,22566,Ig01 · 从头
开学,Ig01,Ig01A05,=,22570,Ig01 · 从头
开市,Ig01,Ig01A06,=,22571,Ig01 · 从头
开幕,Ig01,Ig01A13,=,22578,Ig01 · 从头
开张,Ig01,Ig01A23,=,22588,Ig01 · 从头
开拔,Ig01,Ig01A06,=,22571,Ig01 · 从头
开班,Ig01,Ig01A01,=,22566,Ig01 · 从头
开盘,Ig01,Ig01A23,=,22588,Ig01 · 从头
开行,Ig01,Ig01A07,=,22572,Ig01 · 从头
开讲,Ig01,Ig01A23,=,22588,Ig01 · 从头
截止,Ig01,Ig01B01,=,22590,Ig01 · 从头
扫尾,Ig01,Ig01B01,=,22590,Ig01 · 从头
扬帆,Ig01,Ig01A10,=,22575,Ig01 · 从头
拉倒,Ig01,Ig01B14,@,22603,Ig01 · 从头
拔锚,Ig01,Ig01A10,=,22575,Ig01 · 从头
挂锄,Ig01,Ig01B15,#,22604,Ig01 · 从头
挂镰,Ig01,Ig01B15,#,22604,Ig01 · 从头
揭幕,Ig01,Ig01A13,=,22578,Ig01 · 从头
收尾,Ig01,Ig01B01,=,22590,Ig01 · 从头
收市,Ig01,Ig01B15,#,22604,Ig01 · 从头
收摊儿,Ig01,Ig01B01,=,22590,Ig01 · 从头
收操,Ig01,Ig01B08,=,22597,Ig01 · 从头
收盘,Ig01,Ig01B15,#,22604,Ig01 · 从头
放学,Ig01,Ig01B10,=,22599,Ig01 · 从头
放工,Ig01,Ig01B07,=,22596,Ig01 · 从头
散会,Ig01,Ig01B04,=,22593,Ig01 · 从头
散场,Ig01,Ig01B05,=,22594,Ig01 · 从头
方始,Ig01,Ig01A01,=,22566,Ig01 · 从头
歇手,Ig01,Ig01B02,=,22591,Ig01 · 从头
江郎才尽,Ig01,Ig01B12,@,22601,Ig01 · 从头
用尽,Ig01,Ig01B02,=,22591,Ig01 · 从头
登程,Ig01,Ig01A08,=,22573,Ig01 · 从头
着手,Ig01,Ig01A02,=,22567,Ig01 · 从头
竣工,Ig01,Ig01B01,=,22590,Ig01 · 从头
终末,Ig01,Ig01B13,@,22602,Ig01 · 从头
结业,Ig01,Ig01B06,=,22595,Ig01 · 从头
结束,Ig01,Ig01B01,=,22590,Ig01 · 从头
罢休,Ig01,Ig01B02,=,22591,Ig01 · 从头
罢手,Ig01,Ig01B02,=,22591,Ig01 · 从头
脱销,Ig01,Ig01B11,=,22600,Ig01 · 从头
致力于,Ig01,Ig01A20,@,22585,Ig01 · 从头
落幕,Ig01,Ig01B05,=,22594,Ig01 · 从头
试营业,Ig01,Ig01A18,@,22583,Ig01 · 从头
说尽,Ig01,Ig01B01,=,22590,Ig01 · 从头
起先,Ig01,Ig01A07,=,22572,Ig01 · 从头
起动,Ig01,Ig01A07,=,22572,Ig01 · 从头
起碇,Ig01,Ig01A10,=,22575,Ig01 · 从头
起航,Ig01,Ig01A10,=,22575,Ig01 · 从头
起航,Ig01,Ig01A11,=,22576,Ig01 · 从头
起行,Ig01,Ig01A08,=,22573,Ig01 · 从头
起跑,Ig01,Ig01A23,=,22588,Ig01 · 从头
起运,Ig01,Ig01A12,=,22577,Ig01 · 从头
起锚,Ig01,Ig01A10,=,22575,Ig01 · 从头
起飞,Ig01,Ig01A11,=,22576,Ig01 · 从头
造端,Ig01,Ig01A01,=,22566,Ig01 · 从头
闭会,Ig01,Ig01B04,=,22593,Ig01 · 从头
首途,Ig01,Ig01A08,=,22573,Ig01 · 从头
