word,small_class,cilin_code,relation,line_id,small_label,x,y,z
谷种,Bh13,Bh13B17,#,8458,Bh13 · 果子,-5.7206006,3.912065,-11.035522
谷糠,Bh13,Bh13B13,#,8454,Bh13 · 果子,-10.918371,2.9565628,-12.068172
豆种,Bh13,Bh13B17,#,8458,Bh13 · 果子,-6.122953,3.3389742,-10.805157
野果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-10.377715,8.759582,-9.238742
金桦果,Bh13,Bh13A18,#,8441,Bh13 · 果子,-11.276418,9.287856,-7.3026295
阿萨伊果,Bh13,Bh13A18,#,8441,Bh13 · 果子,-7.9477067,-0.6564524,-0.68928957
青梅,Bh13,Bh13A02,=,8425,Bh13 · 果子,-5.605792,3.9969363,-4.1007624
颖果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-6.8176394,10.268359,-9.679096
马蹄,Bh13,Bh13A08,=,8431,Bh13 · 果子,-11.4434395,7.5945015,-4.663672
马钱子,Bh13,Bh13B16,#,8457,Bh13 · 果子,-9.536354,2.2037594,-4.322322
鸡头米,Bh13,Bh13B07,=,8448,Bh13 · 果子,-13.456113,6.6733503,-6.5042944
麦种,Bh13,Bh13B17,#,8458,Bh13 · 果子,-6.631666,3.7833292,-11.564951
麦糠,Bh13,Bh13B13,#,8454,Bh13 · 果子,-12.154984,2.6229255,-11.762727
一代,Ca03,Ca03A01,=,11666,Ca03 · 一代,-0.2175553,2.5585787,-5.0163803
上升期,Ca03,Ca03A03,#,11668,Ca03 · 一代,6.567953,1.9140122,-10.573877
中后期,Ca03,Ca03A15,#,11680,Ca03 · 一代,4.2849097,4.0802326,-9.043109
丰收期,Ca03,Ca03A11,#,11676,Ca03 · 一代,5.5905704,-1.8789295,-10.614405
主汛期,Ca03,Ca03A08,#,11673,Ca03 · 一代,5.2027617,-5.1608377,-8.623951
二期,Ca03,Ca03A20,#,11685,Ca03 · 一代,0.6732058,0.9643277,-6.1963882
交货期,Ca03,Ca03A05,#,11670,Ca03 · 一代,8.4847765,-0.41999227,-6.796119
产前,Ca03,Ca03A14,#,11679,Ca03 · 一代,-0.19879577,-1.8910093,-12.341116
产后,Ca03,Ca03A14,#,11679,Ca03 · 一代,-0.13122666,-1.8435512,-11.851997
产褥期,Ca03,Ca03A03,#,11668,Ca03 · 一代,1.0596988,-1.36041,-12.137221
任期,Ca03,Ca03A09,#,11674,Ca03 · 一代,6.4742675,-3.0547295,-4.393497
作息时间,Ca03,Ca03B08,#,11693,Ca03 · 一代,9.648834,-5.68304,-8.69377
保修期,Ca03,Ca03A12,#,11677,Ca03 · 一代,9.595065,-0.32577202,-5.1278462
保存期,Ca03,Ca03A12,#,11677,Ca03 · 一代,8.439166,0.6915108,-4.6359286
保质期,Ca03,Ca03A12,#,11677,Ca03 · 一代,9.0923395,0.021400983,-4.8901315
保险期,Ca03,Ca03A03,#,11668,Ca03 · 一代,10.44232,1.1071805,-6.55638
偿还期,Ca03,Ca03A05,#,11670,Ca03 · 一代,9.827934,1.0989555,-7.722365
兑付期,Ca03,Ca03A05,#,11670,Ca03 · 一代,9.214855,0.6342244,-7.496144
全年,Ca03,Ca03B05,#,11690,Ca03 · 一代,0.360407,4.436069,-8.249443
全年候,Ca03,Ca03B05,#,11690,Ca03 · 一代,0.39816013,4.1293206,-8.314183
冬闲,Ca03,Ca03A18,#,11683,Ca03 · 一代,-2.0458846,-5.511461,-5.9138727
冰冻期,Ca03,Ca03A08,#,11673,Ca03 · 一代,3.5198538,-3.0548239,-8.125337
冰川期,Ca03,Ca03A08,#,11673,Ca03 · 一代,2.6759388,-3.1597383,-8.6129675
冰期,Ca03,Ca03A08,#,11673,Ca03 · 一代,3.0665011,-3.6175106,-8.821002
分分秒秒,Ca03,Ca03B06,#,11691,Ca03 · 一代,-0.2656743,8.674722,4.336198
分娩期,Ca03,Ca03A06,#,11671,Ca03 · 一代,1.441661,-1.4571455,-12.586059
分钟时段,Ca03,Ca03C03,#,11698,Ca03 · 一代,3.2717724,3.312655,-6.675492
刑期,Ca03,Ca03A03,#,11668,Ca03 · 一代,7.6537933,-2.8562734,-4.761748
初二,Ca03,Ca03A19,#,11684,Ca03 · 一代,-3.9006567,8.663455,5.3473935
助残日,Ca03,Ca03A03,#,11668,Ca03 · 一代,-3.949844,-4.6577907,-2.3004558
勃长期,Ca03,Ca03A03,#,11668,Ca03 · 一代,3.9810197,0.50270796,-12.454235
十五日,Ca03,Ca03B05,#,11690,Ca03 · 一代,-3.619194,6.9593377,5.7362185
半年,Ca03,Ca03B05,#,11690,Ca03 · 一代,0.36418107,5.0376363,-7.7211885
发展期,Ca03,Ca03A04,#,11669,Ca03 · 一代,5.1594605,0.25611112,-9.595171
发情期,Ca03,Ca03A03,#,11668,Ca03 · 一代,3.8534358,-0.9418084,-13.143845
发育期,Ca03,Ca03A04,#,11669,Ca03 · 一代,3.347732,-0.8282296,-12.423706
后半期,Ca03,Ca03A15,#,11680,Ca03 · 一代,4.1449895,3.7801528,-8.5513315
后半段,Ca03,Ca03A15,#,11680,Ca03 · 一代,3.85501,4.168815,-7.7684307
后过渡期,Ca03,Ca03A07,#,11672,Ca03 · 一代,5.0380325,2.2018042,-8.41752
周期,Ca03,Ca03A03,#,11668,Ca03 · 一代,13.667395,7.1449537,-13.1805725
回收期,Ca03,Ca03A05,#,11670,Ca03 · 一代,7.94103,-0.2800231,-7.383299
地方时,Ca03,Ca03B09,#,11694,Ca03 · 一代,3.286644,0.87925756,-3.3056648
增长期,Ca03,Ca03A04,#,11669,Ca03 · 一代,6.0286646,1.0947452,-11.340841
多日,Ca03,Ca03B05,#,11690,Ca03 · 一代,-2.2211804,7.1593304,2.2083955
婴儿期,Ca03,Ca03A04,#,11669,Ca03 · 一代,2.019958,-0.45010838,-11.972259
孕期,Ca03,Ca03A06,#,11671,Ca03 · 一代,0.7189587,-0.36828554,-12.541434
学期,Ca03,Ca03A03,#,11668,Ca03 · 一代,8.024655,-6.3334093,-4.7669015
实习期,Ca03,Ca03A09,#,11674,Ca03 · 一代,4.8533726,-0.7088902,-5.469206
宽限期,Ca03,Ca03A13,#,11678,Ca03 · 一代,6.429651,1.3990842,-6.547831
岁时,Ca03,Ca03B01,=,11686,Ca03 · 一代,8.500542,8.806897,-10.303184
岁月,Ca03,Ca03B01,=,11686,Ca03 · 一代,-2.8517315,-1.7325958,10.807788
峥嵘岁月,Ca03,Ca03B07,#,11692,Ca03 · 一代,-3.3069801,-0.4439515,9.699694
工夫,Ca03,Ca03B01,=,11686,Ca03 · 一代,-3.9010534,6.8605385,-0.6795171
工时,Ca03,Ca03B10,#,11695,Ca03 · 一代,9.969802,-5.2801843,-7.5648136
年龄段,Ca03,Ca03C03,#,11698,Ca03 · 一代,7.964292,4.3282714,-12.219413
归期,Ca03,Ca03A05,#,11670,Ca03 · 一代,6.0263333,-1.636636,-7.626333
形成期,Ca03,Ca03A03,#,11668,Ca03 · 一代,3.9990554,-0.3752261,-9.126241
成熟期,Ca03,Ca03A04,#,11669,Ca03 · 一代,4.6829453,-1.2228099,-11.572706
成长期,Ca03,Ca03A04,#,11669,Ca03 · 一代,5.0377755,0.22431166,-10.939472
战时,Ca03,Ca03A17,@,11682,Ca03 · 一代,4.0482097,1.438546,-4.6704826
截止期,Ca03,Ca03A05,#,11670,Ca03 · 一代,6.684974,6.0165772,-4.491935
承包期,Ca03,Ca03A13,#,11678,Ca03 · 一代,8.775466,-1.516673,-7.83676
播种期,Ca03,Ca03A03,#,11668,Ca03 · 一代,5.834317,-2.8504963,-11.248669
施工期,Ca03,Ca03A13,#,11678,Ca03 · 一代,8.984326,-2.0741382,-8.085971
无霜期,Ca03,Ca03A03,#,11668,Ca03 · 一代,3.8505905,-4.140396,-7.4392343
日期,Ca03,Ca03B02,=,11687,Ca03 · 一代,9.298455,6.6229706,-9.889521
时日,Ca03,Ca03B01,=,11686,Ca03 · 一代,8.791618,8.302307,-10.344722
时期,Ca03,Ca03A01,=,11666,Ca03 · 一代,9.13484,6.606677,-9.898674
时间,Ca03,Ca03B01,=,11686,Ca03 · 一代,10.226536,6.6791677,-11.108054
更年期,Ca03,Ca03A03,#,11668,Ca03 · 一代,3.9377613,1.4609654,-11.730843
月子,Ca03,Ca03A06,#,11671,Ca03 · 一代,-7.501978,0.6827503,-7.0398707
有效期,Ca03,Ca03A03,#,11668,Ca03 · 一代,8.012196,-0.080301516,-4.6531944
本期,Ca03,Ca03A20,#,11685,Ca03 · 一代,0.6621573,0.3910076,-7.006428
汛期,Ca03,Ca03A03,#,11668,Ca03 · 一代,5.321304,-5.1949053,-8.745037
活动期,Ca03,Ca03A03,#,11668,Ca03 · 一代,4.3670554,1.8715107,-3.8777075
流光,Ca03,Ca03B01,=,11686,Ca03 · 一代,-4.917586,6.2913003,-3.0100276
渔汛,Ca03,Ca03A10,#,11675,Ca03 · 一代,4.214877,-6.645303,-6.9316726
潜伏期,Ca03,Ca03A03,#,11668,Ca03 · 一代,5.7034593,-0.2952554,-7.7077518
百日,Ca03,Ca03B05,#,11690,Ca03 · 一代,-2.417985,7.053629,2.492904
磨合期,Ca03,Ca03A07,#,11672,Ca03 · 一代,6.3965,0.011337096,-7.8726444
禁渔期,Ca03,Ca03A10,#,11675,Ca03 · 一代,4.2358613,-5.6163263,-7.1502466
租期,Ca03,Ca03A13,#,11678,Ca03 · 一代,7.062885,-3.3296604,-6.112862
考期,Ca03,Ca03A03,#,11668,Ca03 · 一代,9.105125,-5.485902,-5.0927577
聘期,Ca03,Ca03A09,#,11674,Ca03 · 一代,6.871333,-2.8059616,-5.0603313
船期,Ca03,Ca03A13,#,11678,Ca03 · 一代,6.864225,-3.962398,-6.7012277
花期,Ca03,Ca03A11,#,11676,Ca03 · 一代,4.9095087,-4.334784,-11.137997
苗期,Ca03,Ca03A11,#,11676,Ca03 · 一代,5.3087864,-4.053116,-10.953309
见习期,Ca03,Ca03A09,#,11674,Ca03 · 一代,4.62108,-0.60059357,-5.455208
试用期,Ca03,Ca03A03,#,11668,Ca03 · 一代,7.1275835,-0.77704674,-5.329583
课期,Ca03,Ca03A03,#,11668,Ca03 · 一代,8.52651,-5.8662677,-5.01865
调整期,Ca03,Ca03A07,#,11672,Ca03 · 一代,6.5961185,1.0567799,-8.515471
超阶段,Ca03,Ca03C02,@,11697,Ca03 · 一代,3.633972,2.1443484,-8.163678
蹉跎岁月,Ca03,Ca03B07,#,11692,Ca03 · 一代,-3.2405298,-0.6301673,9.847886
转型期,Ca03,Ca03A07,#,11672,Ca03 · 一代,5.5217347,0.60650986,-8.803489
过渡期,Ca03,Ca03A03,#,11668,Ca03 · 一代,5.278196,1.9161679,-8.218147
霜期,Ca03,Ca03A03,#,11668,Ca03 · 一代,4.0099807,-4.1138062,-8.623154
青春期,Ca03,Ca03A03,#,11668,Ca03 · 一代,2.2777638,0.26996627,-11.35644
预备期,Ca03,Ca03A09,#,11674,Ca03 · 一代,4.0658526,0.2573775,-6.045846
饭前,Ca03,Ca03A14,#,11679,Ca03 · 一代,-0.9538846,9.331736,-7.9984674
首期,Ca03,Ca03A03,#,11668,Ca03 · 一代,0.6428682,0.50725216,-6.806654
七一,Ca25,Ca25A06,@,11924,Ca25 · 节日,-3.2049048,8.035829,7.5738864
七夕,Ca25,Ca25A14,@,11932,Ca25 · 节日,-11.421538,-6.414386,-5.456072
三元,Ca25,Ca25A09,=,11927,Ca25 · 节日,-5.094675,6.9439836,3.6865206
三八节,Ca25,Ca25A03,=,11921,Ca25 · 节日,-10.235504,-5.094132,-3.452005
上元节,Ca25,Ca25A11,=,11929,Ca25 · 节日,-9.2989435,-5.88143,-4.415787
丧假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.37717,-1.6486309,-10.00049
中元节,Ca25,Ca25A13,@,11931,Ca25 · 节日,-9.174734,-6.638724,-4.773818
中秋,Ca25,Ca25A15,=,11933,Ca25 · 节日,-9.373502,-5.2344503,-7.0207233
中秋节,Ca25,Ca25A15,=,11933,Ca25 · 节日,-9.401192,-7.6883426,-5.0085945
事假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.282521,7.769528,0.59981215
五一节,Ca25,Ca25A04,=,11922,Ca25 · 节日,-10.823488,-6.3387117,-3.9055986
五月节,Ca25,Ca25A12,=,11930,Ca25 · 节日,-9.596752,-6.2426796,-2.4248996
产假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-1.1733316,-2.2160246,-10.720572
休假,Ca25,Ca25B01,=,11938,Ca25 · 节日,-2.2568035,-3.7060382,-6.546781
佳节,Ca25,Ca25A02,=,11920,Ca25 · 节日,-7.876849,-6.8489685,-5.8438597
例假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-1.2595936,-3.823344,-7.9282155
假日,Ca25,Ca25B01,=,11938,Ca25 · 节日,-2.719116,-3.8976398,-7.546791
儿童节,Ca25,Ca25A05,@,11923,Ca25 · 节日,-6.1260405,-7.4208,-1.4928552
元宵节,Ca25,Ca25A11,=,11929,Ca25 · 节日,-10.29969,-8.601828,-5.759431
元旦,Ca25,Ca25A09,=,11927,Ca25 · 节日,-10.668271,-7.488548,-6.977996
八一,Ca25,Ca25A07,=,11925,Ca25 · 节日,-3.2021859,8.042887,7.581016
八月节,Ca25,Ca25A15,=,11933,Ca25 · 节日,-9.456404,-5.9849277,-2.4263215
公休,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.6448164,-2.6129522,-6.1814847
公假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.5993104,-2.7947497,-7.066839
冰雪节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-6.1326647,-8.71605,0.64431196
劳动节,Ca25,Ca25A04,=,11922,Ca25 · 节日,-5.690288,-6.286985,-2.9141254
厂休,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.6287832,-3.8888633,-3.9248457
厂礼拜,Ca25,Ca25B02,#,11939,Ca25 · 节日,-6.1092186,-4.098052,-2.8541374
古尔邦节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.3278527,-1.8342737,0.116954185
咖啡节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-5.392873,-5.884306,1.6134242
啤酒节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-5.9817796,-6.989954,1.1975772
团圆节,Ca25,Ca25A15,=,11933,Ca25 · 节日,-7.8702583,-7.2522626,-3.7939887
国庆,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.3671536,-4.8662405,-5.327815
国庆节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.6765337,-5.7340493,-4.8873053
图书节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-4.4546733,-6.200862,2.9314005
圣诞,Ca25,Ca25A19,#,11937,Ca25 · 节日,-6.948251,-9.232264,-5.8630347
圣诞节,Ca25,Ca25A19,#,11937,Ca25 · 节日,-7.2513695,-8.956205,-5.33654
圪节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-8.678829,-3.808606,0.22946069
复活节,Ca25,Ca25A19,#,11937,Ca25 · 节日,-7.3619523,-10.068128,-4.1425
大年初一,Ca25,Ca25A09,=,11927,Ca25 · 节日,-10.17192,-9.510015,-7.8397574
妇女节,Ca25,Ca25A03,=,11921,Ca25 · 节日,-6.5998125,-6.508684,-0.96878344
婚假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-1.7227825,-2.5701182,-10.032755
宋干节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.547678,-2.198043,0.43795088
宰牲节,Ca25,Ca25A17,@,11935,Ca25 · 节日,-7.2879014,-4.6193943,-2.1974294
寒假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-0.9579124,-6.8449836,-7.814278
寒暑假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-0.8450389,-6.958611,-7.8620257
年假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.8186147,-5.935833,-7.741571
年初一,Ca25,Ca25A09,=,11927,Ca25 · 节日,-10.019808,-9.220049,-8.022264
年夜,Ca25,Ca25A08,=,11926,Ca25 · 节日,-5.9363937,-7.1086583,-7.5000596
年节,Ca25,Ca25A10,=,11928,Ca25 · 节日,-6.203704,-7.253471,-6.7632265
廉政节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-5.208008,-4.2300897,0.6829407
建军节,Ca25,Ca25A07,=,11925,Ca25 · 节日,-7.221084,-0.05605164,2.321116
开斋,Ca25,Ca25A19,#,11937,Ca25 · 节日,2.8795946,15.691,-4.678423
开斋节,Ca25,Ca25A19,#,11937,Ca25 · 节日,-8.313883,-10.5848255,-3.5291214
愚人节,Ca25,Ca25A19,#,11937,Ca25 · 节日,-8.539993,-9.6073,-3.362003
戏剧节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-4.973678,-7.753425,3.7775183
教师节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-5.601385,-5.7059283,-1.7793853
文化节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-3.37458,-8.251409,2.1125524
斋日,Ca25,Ca25A19,#,11937,Ca25 · 节日,-7.047522,-10.392131,-2.452198
新春佳节,Ca25,Ca25A10,=,11928,Ca25 · 节日,-8.80706,-7.672248,-6.194137
旅游节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-3.9878023,-7.86083,1.226138
春假,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.1838996,-5.3620644,-7.3541303
暑期,Ca25,Ca25B02,#,11939,Ca25 · 节日,0.0040502576,-6.303437,-7.946392
曲艺节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-6.0948296,-8.012948,3.260497
服装节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-5.0152783,-7.2170305,0.79757386
杂技节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-6.7629533,-7.9172864,3.1562433
桃花节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-8.504771,-6.5585284,-0.08977271
植树节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.0232205,-5.732454,0.9899745
母亲节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.300402,-6.4901385,-2.35858
民歌节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.865759,-6.971841,1.5805577
洒红节,Ca25,Ca25A19,#,11937,Ca25 · 节日,-8.248672,-7.942343,-2.394024
海神节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-6.479132,-4.2985187,-0.7959419
清明节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-10.335158,-8.237368,-4.422777
灯节,Ca25,Ca25A11,=,11929,Ca25 · 节日,-8.636704,-8.426667,-1.1594096
狂欢夜,Ca25,Ca25A18,#,11936,Ca25 · 节日,-6.121422,-8.675225,-3.1869695
狂欢节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-6.7508683,-8.349174,-3.283375
电影节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-3.8675182,-7.7812347,3.6540046
电脑节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-4.3211637,-6.235042,0.7483618
病休,Ca25,Ca25B02,#,11939,Ca25 · 节日,3.8389125,9.346964,-0.06524703
科技节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-3.0896099,-6.2702894,1.5706475
端午,Ca25,Ca25A12,=,11930,Ca25 · 节日,-11.857285,-8.823028,-3.6506057
端午节,Ca25,Ca25A12,=,11930,Ca25 · 节日,-11.111558,-8.693052,-3.7995446
端阳,Ca25,Ca25A12,=,11930,Ca25 · 节日,-8.237864,1.7365454,3.5461268
纪念日,Ca25,Ca25A01,=,11919,Ca25 · 节日,-4.197957,-7.2871537,-4.05293
联欢节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.0133553,-7.8083425,-2.986279
艺术节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-4.8867664,-8.576254,2.6499984
节假日,Ca25,Ca25A01,=,11919,Ca25 · 节日,-3.5240839,-3.8448446,-7.7429495
节日,Ca25,Ca25A01,=,11919,Ca25 · 节日,-5.388062,-7.0332355,-4.0323267
苗节,Ca25,Ca25A19,#,11937,Ca25 · 节日,-8.067581,-5.31385,1.2102269
蜜月,Ca25,Ca25B02,#,11939,Ca25 · 节日,-2.1670024,-3.658548,-9.796925
读书节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-4.9471717,-5.9998326,3.1206803
重阳,Ca25,Ca25A16,=,11934,Ca25 · 节日,-8.433231,2.403503,3.5658603
重阳节,Ca25,Ca25A16,=,11934,Ca25 · 节日,-9.390023,-7.493411,-3.8819904
除夕,Ca25,Ca25A08,=,11926,Ca25 · 节日,-11.310701,-8.336245,-7.5430946
除夕夜,Ca25,Ca25A08,=,11926,Ca25 · 节日,-11.009667,-8.88446,-7.0540137
霍利节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-6.029103,-2.7168612,0.12752455
青年节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-5.5483947,-7.250981,-0.9571547
音乐节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-4.8109465,-7.864062,2.5114803
风筝节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-7.6012297,-7.7408905,0.49284726
龙舟节,Ca25,Ca25A18,#,11936,Ca25 · 节日,-8.132297,-7.98778,0.26881304
七十二行,Di18,Di18B02,=,14630,Di18 · 事业,-4.5688887,5.97749,5.2819576
三教九流,Di18,Di18B02,=,14630,Di18 · 事业,-5.988004,4.7761884,5.965586
不动产业,Di18,Di18B10,#,14638,Di18 · 事业,18.173317,-9.814687,3.5438442
乡镇企业,Di18,Di18B07,@,14635,Di18 · 事业,11.156417,-13.167823,3.6934638
乳业,Di18,Di18B10,#,14638,Di18 · 事业,13.886459,-14.805303,1.8573151
交通业,Di18,Di18B10,#,14638,Di18 · 事业,17.144947,-11.686306,4.4115314
住宅业,Di18,Di18B10,#,14638,Di18 · 事业,18.002234,-10.161956,3.324843
信息业,Di18,Di18B10,#,14638,Di18 · 事业,15.412841,-11.069073,3.8914635
兔业,Di18,Di18B10,#,14638,Di18 · 事业,12.705813,-15.475547,0.6677318
公益,Di18,Di18A03,#,14628,Di18 · 事业,2.3322647,1.4861488,12.31327
养牛业,Di18,Di18B10,#,14638,Di18 · 事业,16.404984,-14.968221,1.2260884
养猪业,Di18,Di18B10,#,14638,Di18 · 事业,16.832067,-15.161208,1.2753332
农业,Di18,Di18B10,#,14638,Di18 · 事业,14.979252,-17.063196,1.1090721
农工商,Di18,Di18B02,=,14630,Di18 · 事业,11.693589,-15.846203,5.080954
农牧业,Di18,Di18B10,#,14638,Di18 · 事业,15.912635,-16.886726,0.81228864
出版业,Di18,Di18B10,#,14638,Di18 · 事业,16.459682,-9.850084,0.84547806
制药业,Di18,Di18B10,#,14638,Di18 · 事业,14.660668,-14.2046,3.7435603
制造业,Di18,Di18B10,#,14638,Di18 · 事业,15.87369,-13.880204,4.041786
副业,Di18,Di18B10,#,14638,Di18 · 事业,10.506412,-14.720954,2.2038352
加工业,Di18,Di18B10,#,14638,Di18 · 事业,14.570274,-14.51822,5.068475
千秋大业,Di18,Di18C05,@,14648,Di18 · 事业,-6.700045,0.103255436,2.2791193
印刷业,Di18,Di18B10,#,14638,Di18 · 事业,16.14023,-10.65936,1.4677721
各行,Di18,Di18B10,#,14638,Di18 · 事业,0.12549408,5.0106688,-5.1322274
同行业,Di18,Di18B01,=,14629,Di18 · 事业,11.624754,-11.961985,2.071227
咨询业,Di18,Di18B10,#,14638,Di18 · 事业,13.701224,-9.387149,1.8646501
商业,Di18,Di18B03,=,14631,Di18 · 事业,12.96841,-12.104037,0.1751746
土建,Di18,Di18B10,#,14638,Di18 · 事业,6.9999714,-16.17372,8.829175
土木,Di18,Di18C03,=,14646,Di18 · 事业,7.010851,-16.150517,8.835848
娱乐业,Di18,Di18B10,#,14638,Di18 · 事业,14.781376,-12.060075,0.6629202
婚介业,Di18,Di18B10,#,14638,Di18 · 事业,13.915047,-9.516511,1.0102262
宏业,Di18,Di18A02,=,14627,Di18 · 事业,10.169135,-13.862073,-0.032190353
家电业,Di18,Di18B10,#,14638,Di18 · 事业,14.51891,-12.716351,3.5782182
寿险,Di18,Di18B12,#,14640,Di18 · 事业,12.09945,2.2017345,-5.9708204
小买卖,Di18,Di18B03,=,14631,Di18 · 事业,17.273764,-12.103758,-1.2293376
小本生意,Di18,Di18B03,=,14631,Di18 · 事业,17.413057,-12.111441,-2.1523933
工业,Di18,Di18B10,#,14638,Di18 · 事业,13.082314,-15.880543,4.189838
工事,Di18,Di18C01,=,14644,Di18 · 事业,5.0083838,-13.383237,2.9729612
工副业,Di18,Di18B10,#,14638,Di18 · 事业,10.9137535,-14.530425,2.9750657
工程,Di18,Di18C01,=,14644,Di18 · 事业,5.1549907,-13.356658,3.4651556
广告业,Di18,Di18B10,#,14638,Di18 · 事业,14.670147,-10.74584,1.478266
开发业,Di18,Di18B10,#,14638,Di18 · 事业,18.146128,-11.309091,1.9905529
手工业,Di18,Di18B10,#,14638,Di18 · 事业,13.201553,-15.161912,4.874937
扫盲,Di18,Di18B10,#,14638,Di18 · 事业,2.3649619,2.2660975,12.745746
批发业,Di18,Di18B10,#,14638,Di18 · 事业,17.307987,-12.798367,0.6567143
报业,Di18,Di18B10,#,14638,Di18 · 事业,12.112839,-13.730082,0.033766307
拍卖业,Di18,Di18B10,#,14638,Di18 · 事业,15.742708,-10.005131,-0.2487522
排水,Di18,Di18B10,#,14638,Di18 · 事业,10.877925,-4.6784105,10.830525
文化教育,Di18,Di18A03,#,14628,Di18 · 事业,2.8127148,-9.686517,6.7869983
新业,Di18,Di18B10,#,14638,Di18 · 事业,9.355385,-14.640324,1.0174285
旅业,Di18,Di18B10,#,14638,Di18 · 事业,14.208084,-13.4778,1.2815833
服务业,Di18,Di18B10,#,14638,Di18 · 事业,16.21752,-13.052939,2.5745676
服装业,Di18,Di18B10,#,14638,Di18 · 事业,14.971561,-11.725407,2.2701917
林业,Di18,Di18B10,#,14638,Di18 · 事业,14.602959,-17.334158,2.5535107
林果业,Di18,Di18B10,#,14638,Di18 · 事业,16.148792,-17.454172,3.953497
核工程,Di18,Di18C06,#,14649,Di18 · 事业,5.261869,-12.951521,5.1776485
正业,Di18,Di18B01,=,14629,Di18 · 事业,9.3135395,-15.123978,1.3559469
民运,Di18,Di18B11,#,14639,Di18 · 事业,2.3481214,1.5740628,10.845074
水产业,Di18,Di18B10,#,14638,Di18 · 事业,16.865673,-15.668671,2.7860057
水利,Di18,Di18C02,=,14645,Di18 · 事业,9.727185,-5.1679087,11.220631
水险,Di18,Di18B12,#,14640,Di18 · 事业,1.1082555,4.1414995,9.781228
流通业,Di18,Di18B10,#,14638,Di18 · 事业,17.07105,-12.794508,2.7809186
渔业,Di18,Di18B10,#,14638,Di18 · 事业,16.32944,-17.321579,1.9488909
火险,Di18,Di18B12,#,14640,Di18 · 事业,1.1067923,4.133112,9.779305
煤业,Di18,Di18B10,#,14638,Di18 · 事业,14.861029,-16.36886,3.7766695
玩具业,Di18,Di18B10,#,14638,Di18 · 事业,13.842501,-11.099126,2.5308344
环保,Di18,Di18B10,#,14638,Di18 · 事业,2.3246334,0.17614771,13.175942
理发业,Di18,Di18B10,#,14638,Di18 · 事业,16.981464,-12.075775,1.3057964
电业,Di18,Di18B10,#,14638,Di18 · 事业,13.564145,-16.24272,2.7642057
电信业,Di18,Di18B10,#,14638,Di18 · 事业,15.518344,-11.703557,4.9449406
电脑业,Di18,Di18B10,#,14638,Di18 · 事业,13.863702,-12.194034,3.723576
畜牧业,Di18,Di18B10,#,14638,Di18 · 事业,15.915189,-16.203978,1.2304168
盐化工业,Di18,Di18B10,#,14638,Di18 · 事业,14.833548,-15.993488,5.7445855
社会保险,Di18,Di18B12,#,14640,Di18 · 事业,13.406521,1.5514956,-5.600851
