word,small_class,cilin_code,relation,line_id,small_label,x,y,z
主星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-7.775575,-4.6486416,15.391788
二十八宿,Bd01,Bd01B02,=,7465,Bd01 · 自然界,-4.837847,5.6128902,5.598123
五星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-5.1128592,-6.1597495,12.310948
人造卫星,Bd01,Bd01B15,@,7478,Bd01 · 自然界,-5.0315967,-7.1472764,18.997087
人造行星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-5.0114746,-6.484147,19.491232
仙后座,Bd01,Bd01B19,#,7482,Bd01 · 自然界,-10.42132,0.779846,15.5585985
伴星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-6.2275367,-3.9622056,17.347868
六合,Bd01,Bd01A01,=,7463,Bd01 · 自然界,-4.459194,6.1867924,2.603709
冥王星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-10.349447,-2.1034548,16.249292
北斗,Bd01,Bd01B10,=,7473,Bd01 · 自然界,-9.696285,1.1058003,8.006181
北斗星,Bd01,Bd01B10,=,7473,Bd01 · 自然界,-8.168332,-0.8983396,15.003804
北极星,Bd01,Bd01B11,=,7474,Bd01 · 自然界,-7.58015,-0.75359887,15.204304
北辰,Bd01,Bd01B11,=,7474,Bd01 · 自然界,-8.909091,1.0852011,6.283803
卫星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-7.901831,-4.168429,19.580606
变星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-5.7504044,-2.9070618,18.728714
同步卫星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-4.9455137,-7.192604,18.108335
启明,Bd01,Bd01B04,=,7467,Bd01 · 自然界,-3.9925158,14.043487,0.30497548
启明星,Bd01,Bd01B04,=,7467,Bd01 · 自然界,-6.7374015,-3.5579677,11.538325
哈雷彗星,Bd01,Bd01B12,=,7475,Bd01 · 自然界,-5.824949,-6.33091,17.018951
土星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-11.165027,-3.8603997,18.84847
土星,Bd01,Bd01B07,=,7470,Bd01 · 自然界,-10.587534,-4.083952,18.66994
坍缩星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-4.7729855,-5.586151,17.30409
夜明星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-7.3018694,-3.4740896,12.6844635
大熊座,Bd01,Bd01B19,#,7482,Bd01 · 自然界,-11.542428,0.9942348,15.184655
大犬座,Bd01,Bd01B19,#,7482,Bd01 · 自然界,-11.769756,0.70731896,14.614803
大自然,Bd01,Bd01A01,=,7463,Bd01 · 自然界,1.9925624,-1.7248697,14.177319
天体,Bd01,Bd01A01,=,7463,Bd01 · 自然界,-3.4187942,-1.9518399,20.22366
天南星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-8.043174,-1.870531,13.567029
天狼星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-9.300589,-1.8126923,15.498623
天王星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-9.763183,-1.6347765,16.065443
天琴座,Bd01,Bd01B19,#,7482,Bd01 · 自然界,-10.861726,-0.36661607,15.747382
天罡,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-9.183156,-0.39909214,11.978952
天罡星,Bd01,Bd01B10,=,7473,Bd01 · 自然界,-9.151095,-1.0608654,13.000545
天蝎座,Bd01,Bd01B19,#,7482,Bd01 · 自然界,-11.831699,-0.8652185,15.586227
太白星,Bd01,Bd01B04,=,7467,Bd01 · 自然界,-8.271516,-2.3129728,14.140082
太阳系,Bd01,Bd01B20,#,7483,Bd01 · 自然界,-7.0834775,-0.4629338,18.295069
宇宙,Bd01,Bd01A01,=,7463,Bd01 · 自然界,-1.0967556,-3.0166218,15.69061
宇宙空间,Bd01,Bd01A01,=,7463,Bd01 · 自然界,-0.7150837,-3.3017247,15.775985
宏观世界,Bd01,Bd01A01,=,7463,Bd01 · 自然界,2.9234474,-2.2105696,15.190263
客星,Bd01,Bd01B14,=,7477,Bd01 · 自然界,-7.184243,-5.152558,14.178784
小行星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-4.847066,-3.209811,21.542301
岁星,Bd01,Bd01B06,=,7469,Bd01 · 自然界,-3.5183606,-1.9064837,11.612519
彗星,Bd01,Bd01B12,=,7475,Bd01 · 自然界,-7.559632,-3.43759,18.439386
恒星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-6.8926835,-2.7486415,19.352777
扫帚星,Bd01,Bd01B12,=,7475,Bd01 · 自然界,-9.7181635,-4.3109527,13.242948
旋涡星云,Bd01,Bd01B18,#,7481,Bd01 · 自然界,-4.3502517,-4.2266226,17.539427
日月星辰,Bd01,Bd01B01,=,7464,Bd01 · 自然界,-4.0453925,0.6373333,14.326588
昏星,Bd01,Bd01B04,=,7467,Bd01 · 自然界,-7.0107827,-4.2200174,13.775995
星云,Bd01,Bd01B18,#,7481,Bd01 · 自然界,-4.80929,-2.3234155,17.209438
星体,Bd01,Bd01B01,=,7464,Bd01 · 自然界,-3.6064558,-2.0255504,19.243267
星体,Bd01,Bd01A01,=,7463,Bd01 · 自然界,-3.9018393,-1.7880493,19.360638
星团,Bd01,Bd01B18,#,7481,Bd01 · 自然界,-3.7107515,-1.7135633,17.402359
星宿,Bd01,Bd01B02,=,7465,Bd01 · 自然界,-4.5938244,-1.0555844,17.054342
星座,Bd01,Bd01B02,=,7465,Bd01 · 自然界,-3.7700524,0.065116175,17.27192
星斗,Bd01,Bd01B01,=,7464,Bd01 · 自然界,-4.412562,-0.92685044,15.869389
星河,Bd01,Bd01B03,=,7466,Bd01 · 自然界,-4.7887545,-2.3995721,14.991341
星球,Bd01,Bd01B01,=,7464,Bd01 · 自然界,-3.3985171,-2.7158825,15.664807
星辰,Bd01,Bd01B01,=,7464,Bd01 · 自然界,-4.239337,-0.28721672,15.426906
星际,Bd01,Bd01B18,#,7481,Bd01 · 自然界,-3.1101334,-2.3533807,15.686041
晨星,Bd01,Bd01B04,=,7467,Bd01 · 自然界,-5.592739,-3.9388833,12.875548
木星,Bd01,Bd01B06,=,7469,Bd01 · 自然界,-10.501527,-3.1089911,18.17799
气象卫星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-5.523214,-8.056575,17.978558
水星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-11.390121,-2.3929508,18.79945
河汉,Bd01,Bd01B03,=,7466,Bd01 · 自然界,-5.954685,0.7853671,6.0298295
海星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-7.184584,-2.9963527,16.659643
火星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-10.03611,-3.4008555,19.782127
火星,Bd01,Bd01B05,=,7468,Bd01 · 自然界,-10.466321,-3.124906,19.922775
牛郎星,Bd01,Bd01B09,=,7472,Bd01 · 自然界,-9.732835,-3.13195,13.557811
牵牛星,Bd01,Bd01B09,=,7472,Bd01 · 自然界,-11.038352,-2.4413435,14.288433
猎户座,Bd01,Bd01B19,#,7482,Bd01 · 自然界,-10.847192,0.3035022,14.698913
白矮星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-6.032086,-4.524309,19.194576
白虎星,Bd01,Bd01B12,=,7475,Bd01 · 自然界,-10.185667,-1.8407689,14.458331
穹庐,Bd01,Bd01A01,=,7463,Bd01 · 自然界,-12.327761,6.1399407,3.9780736
类地行星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-4.62233,-4.7882123,20.531305
类新星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-4.3396463,-4.820287,19.130554
类星体,Bd01,Bd01B18,#,7481,Bd01 · 自然界,-4.437093,-3.756285,20.065527
类木行星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-5.312653,-5.054052,20.57686
繁星,Bd01,Bd01B01,=,7464,Bd01 · 自然界,-5.224259,-4.937646,13.785978
红星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-5.458079,-4.9396114,12.659279
织女,Bd01,Bd01B08,=,7471,Bd01 · 自然界,-8.760706,1.5016037,-3.5623927
织女星,Bd01,Bd01B08,=,7471,Bd01 · 自然界,-10.285207,-2.8148165,13.098533
群星,Bd01,Bd01B18,#,7481,Bd01 · 自然界,-5.875729,-3.4459896,13.687952
老人星,Bd01,Bd01B13,=,7476,Bd01 · 自然界,-8.20588,-3.701859,12.438008
脉冲星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-5.590473,-4.693365,16.57721
自然界,Bd01,Bd01A01,=,7463,Bd01 · 自然界,2.0631256,-2.1784623,14.167381
荧惑,Bd01,Bd01B05,=,7468,Bd01 · 自然界,-4.721505,6.515474,-3.9724157
行星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-5.593774,-2.4981444,20.708351
褐矮星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-5.574398,-4.4054065,18.977692
通讯卫星,Bd01,Bd01B16,#,7479,Bd01 · 自然界,-4.4487343,-8.323736,17.969524
金星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-9.73362,-1.9283144,18.649273
金星,Bd01,Bd01B04,=,7467,Bd01 · 自然界,-9.73362,-1.9283144,18.649273
铱星,Bd01,Bd01B17,#,7480,Bd01 · 自然界,-7.2289844,-4.1470976,16.475546
银汉,Bd01,Bd01B03,=,7466,Bd01 · 自然界,-6.187482,0.79616743,6.0338445
银河,Bd01,Bd01B03,=,7466,Bd01 · 自然界,-5.883236,-1.9805282,15.61111
银河系,Bd01,Bd01B20,#,7483,Bd01 · 自然界,-6.777637,-0.6596684,18.202692
镇星,Bd01,Bd01B07,=,7470,Bd01 · 自然界,-6.7712646,-5.735004,13.055665
长庚,Bd01,Bd01B04,=,7467,Bd01 · 自然界,-7.8927097,2.9988778,2.9358368
陨星,Bd01,Bd01B14,=,7477,Bd01 · 自然界,-7.692391,-4.422122,17.87283
陨石,Bd01,Bd01B14,=,7477,Bd01 · 自然界,-8.380479,-6.653878,18.279835
陨铁,Bd01,Bd01B14,=,7477,Bd01 · 自然界,-8.4762,-6.7974105,18.277742
万花山,Be04,Be04A16,#,7551,Be04 · 支脉,-14.380762,1.3004789,6.3622446
三清山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.560321,1.3234853,4.732952
上坡,Be04,Be04B05,#,7556,Be04 · 支脉,-13.789679,12.561749,6.475735
上方山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.870027,4.351343,1.7925291
丘陵,Be04,Be04A06,=,7541,Be04 · 支脉,-12.821554,8.721521,4.599474
乌蒙山,Be04,Be04A16,#,7551,Be04 · 支脉,-16.354675,2.6452408,6.8477206
乐山,Be04,Be04A16,#,7551,Be04 · 支脉,-19.883665,4.578493,4.636725
云崖,Be04,Be04A11,=,7546,Be04 · 支脉,-13.621144,6.288022,5.0473733
伍员山,Be04,Be04A16,#,7551,Be04 · 支脉,-10.981344,0.6704568,0.9624579
休火山,Be04,Be04A15,#,7550,Be04 · 支脉,-15.480977,3.390762,9.345657
光山,Be04,Be04A16,#,7551,Be04 · 支脉,-20.608181,6.143975,4.219645
八宝山,Be04,Be04A16,#,7551,Be04 · 支脉,-14.39978,1.5202237,5.101489
六盘山,Be04,Be04A16,#,7551,Be04 · 支脉,-16.022099,-0.43714076,5.3615046
关山,Be04,Be04A16,#,7551,Be04 · 支脉,-19.463387,3.0663254,3.6973598
兴山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.710157,4.4739065,3.7386303
冈山,Be04,Be04A16,#,7551,Be04 · 支脉,-21.012297,4.0377035,3.4512544
冈峦,Be04,Be04A04,=,7539,Be04 · 支脉,-19.614628,1.8157,2.4927392
冈陵,Be04,Be04A04,=,7539,Be04 · 支脉,-12.49447,5.3302813,3.9688325
北岳,Be04,Be04A16,#,7551,Be04 · 支脉,-10.077589,1.3446344,7.872328
千佛山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.507435,1.1457014,5.889599
华蓥山,Be04,Be04A16,#,7551,Be04 · 支脉,-16.863434,3.1482635,4.759836
古山,Be04,Be04A16,#,7551,Be04 · 支脉,-19.130753,4.182894,4.1529236
后山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.914689,5.262179,3.4213378
圆通山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.252604,1.2236273,3.318973
土包,Be04,Be04A05,=,7540,Be04 · 支脉,-5.348215,9.214181,-5.2755203
土山,Be04,Be04A05,=,7540,Be04 · 支脉,-18.842827,5.1803427,1.5613469
大容山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.9412985,2.4905093,4.3300943
太行,Be04,Be04A16,#,7551,Be04 · 支脉,-9.15913,2.771279,4.841422
太行山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.025085,0.31671408,4.3971853
夹金山,Be04,Be04A16,#,7551,Be04 · 支脉,-16.114439,2.7034512,5.9890895
威虎山,Be04,Be04A16,#,7551,Be04 · 支脉,-16.616383,1.1370385,7.033106
孤山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.27794,6.67237,5.328429
安第斯山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.809506,1.9561206,8.444711
宗山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.945736,5.7661967,3.1286883
宝顶山,Be04,Be04A16,#,7551,Be04 · 支脉,-14.495221,2.4970357,4.739134
层峦迭嶂,Be04,Be04A06,=,7541,Be04 · 支脉,-11.14842,10.239837,7.145496
山下,Be04,Be04A08,=,7543,Be04 · 支脉,-16.1161,11.07375,5.5407686
山丘,Be04,Be04A05,=,7540,Be04 · 支脉,-15.454274,9.923042,5.4575787
山体,Be04,Be04A01,=,7536,Be04 · 支脉,-14.260061,8.560067,8.815313
山凹,Be04,Be04A10,=,7545,Be04 · 支脉,-15.267794,7.93575,7.329889
山嘴,Be04,Be04A08,=,7543,Be04 · 支脉,-16.321564,6.9372096,7.4037724
山坡,Be04,Be04B02,=,7553,Be04 · 支脉,-14.802372,10.236901,6.27727
山岭,Be04,Be04A06,=,7541,Be04 · 支脉,-16.087364,8.751093,6.011607
山崖,Be04,Be04A11,=,7546,Be04 · 支脉,-14.526564,8.127857,5.9088755
山巅,Be04,Be04A09,=,7544,Be04 · 支脉,-15.488963,10.06652,6.913088
山脊,Be04,Be04A09,=,7544,Be04 · 支脉,-13.578562,9.146878,6.964364
山腰,Be04,Be04A09,=,7544,Be04 · 支脉,-14.246291,9.168693,7.478351
山谷,Be04,Be04A10,=,7545,Be04 · 支脉,-15.247403,8.91589,4.893463
山野,Be04,Be04A13,=,7548,Be04 · 支脉,-16.37237,8.889625,3.9444761
岚山,Be04,Be04A16,#,7551,Be04 · 支脉,-21.598276,3.3335094,4.1056166
岷山,Be04,Be04A16,#,7551,Be04 · 支脉,-20.508263,1.656929,5.640813
峨嵋山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.92789,-0.14458917,6.2682023
峭壁,Be04,Be04A11,=,7546,Be04 · 支脉,-12.358237,9.814619,6.7628117
峰顶,Be04,Be04A07,=,7542,Be04 · 支脉,-13.5836735,7.964411,7.121453
崂山,Be04,Be04A16,#,7551,Be04 · 支脉,-21.566595,1.803785,5.232759
巴山,Be04,Be04A16,#,7551,Be04 · 支脉,-20.169983,4.9114213,5.845453
平山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.660978,6.1520486,3.2873955
彝山,Be04,Be04A16,#,7551,Be04 · 支脉,-19.217754,2.252567,6.2079163
支脉,Be04,Be04A01,=,7536,Be04 · 支脉,-7.7788296,7.487342,3.5004706
桥山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.492035,5.5951977,2.0656118
横路山,Be04,Be04A16,#,7551,Be04 · 支脉,-16.056015,4.957444,1.5419301
武当山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.809416,-0.3121132,5.4957232
沙岭,Be04,Be04A12,=,7547,Be04 · 支脉,-18.087994,6.938292,8.287168
沟谷,Be04,Be04A10,=,7545,Be04 · 支脉,-13.51684,9.032695,4.873125
洪山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.561823,3.904458,5.1178555
活火山,Be04,Be04A15,#,7550,Be04 · 支脉,-15.352702,3.2157416,9.270633
火焰山,Be04,Be04A16,#,7551,Be04 · 支脉,-13.942014,2.3116465,7.4256415
灵山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.148243,4.8087997,5.6505466
燕山,Be04,Be04A16,#,7551,Be04 · 支脉,-20.522093,3.9413085,7.5773425
狭谷,Be04,Be04A10,=,7545,Be04 · 支脉,-14.722628,7.3711443,1.9251515
珠峰,Be04,Be04A16,#,7551,Be04 · 支脉,-13.325103,6.1312184,6.1141577
琼山,Be04,Be04A16,#,7551,Be04 · 支脉,-20.725328,2.3341386,6.630722
瑶山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.665302,3.0170267,6.081233
白塔山,Be04,Be04A16,#,7551,Be04 · 支脉,-14.746509,2.7091048,5.880945
皮山,Be04,Be04A16,#,7551,Be04 · 支脉,-16.801565,5.0902767,7.5262437
砀山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.727886,6.952767,4.117395
磁山,Be04,Be04A16,#,7551,Be04 · 支脉,-20.190817,3.0565345,8.6201315
祁连,Be04,Be04A16,#,7551,Be04 · 支脉,-19.543463,-0.76748425,4.859575
空谷,Be04,Be04A10,=,7545,Be04 · 支脉,-14.394018,7.6874504,2.6206567
罗山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.913788,5.4161253,5.2194276
群山,Be04,Be04A01,=,7536,Be04 · 支脉,-16.760225,7.606628,4.8662505
翠微,Be04,Be04A02,=,7537,Be04 · 支脉,-4.753056,6.1166534,-4.958925
老铁山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.251378,3.868686,6.5434318
芦山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.671068,5.330108,4.564925
荒山坡,Be04,Be04B04,=,7555,Be04 · 支脉,-17.545578,8.502938,7.716508
荒山野岭,Be04,Be04A06,=,7541,Be04 · 支脉,-18.069046,8.768744,8.057314
萧山,Be04,Be04A16,#,7551,Be04 · 支脉,-19.865402,1.1648341,7.416411
蓝山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.979467,5.541686,6.6570945
蜀山,Be04,Be04A16,#,7551,Be04 · 支脉,-19.823433,3.7163866,5.9823103
蟒山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.279953,4.6962223,7.3952746
西北麓,Be04,Be04A14,=,7549,Be04 · 支脉,-10.194442,4.3927,5.9381857
谷底,Be04,Be04A10,=,7545,Be04 · 支脉,-0.19448335,7.6114907,-5.560559
贡山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.429605,1.952877,5.099237
长梁山,Be04,Be04A16,#,7551,Be04 · 支脉,-15.642076,3.1290574,3.8664644
陡坡,Be04,Be04B05,#,7556,Be04 · 支脉,-13.816802,11.431277,6.5609426
青山,Be04,Be04A02,=,7537,Be04 · 支脉,-19.333569,6.566715,6.2183905
韶山,Be04,Be04A16,#,7551,Be04 · 支脉,-19.114319,3.4381566,7.529588
高峰,Be04,Be04A07,=,7542,Be04 · 支脉,-12.590191,7.1070924,6.7820764
齐岳山,Be04,Be04A16,#,7551,Be04 · 支脉,-17.009468,1.8631294,3.8332813
龙山,Be04,Be04A16,#,7551,Be04 · 支脉,-18.1405,4.978261,5.69864
中果皮,Bh13,Bh13A09,=,8432,Bh13 · 果子,-12.577953,9.845974,-10.262915
人心果,Bh13,Bh13A18,#,8441,Bh13 · 果子,-4.568295,9.548658,-10.930186
优种,Bh13,Bh13B18,#,8459,Bh13 · 果子,-4.1997824,4.5387793,-6.7985992
假果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-5.889408,8.32213,-9.488501
假种,Bh13,Bh13B19,#,8460,Bh13 · 果子,-4.459634,4.9314137,-7.5830994
南瓜子,Bh13,Bh13B16,#,8457,Bh13 · 果子,-12.5600815,3.7978082,-6.944593
地梨,Bh13,Bh13A08,=,8431,Bh13 · 果子,-8.817767,7.972921,-6.3087034
坚果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-9.940617,11.063782,-8.043942
外果皮,Bh13,Bh13A09,=,8432,Bh13 · 果子,-12.9469185,10.362581,-10.9267645
子实,Bh13,Bh13B01,=,8442,Bh13 · 果子,-10.726133,3.6111014,-2.3187735
山楂果,Bh13,Bh13A18,#,8441,Bh13 · 果子,-12.699424,9.32951,-7.716955
干果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-11.114316,10.7359,-9.201438
幼穗,Bh13,Bh13B09,@,8450,Bh13 · 果子,-4.266249,4.6456075,-5.426863
文冠果,Bh13,Bh13A18,#,8441,Bh13 · 果子,-6.286089,11.076855,-9.554303
杂交种,Bh13,Bh13B18,#,8459,Bh13 · 果子,-3.680263,3.2296307,-9.16493
松子,Bh13,Bh13B03,=,8444,Bh13 · 果子,-10.839403,3.9223728,-3.406038
松果,Bh13,Bh13A18,#,8441,Bh13 · 果子,-11.337348,10.239558,-8.018569
松球,Bh13,Bh13A05,@,8428,Bh13 · 果子,-8.250146,4.257658,-3.7107525
果子,Bh13,Bh13A01,=,8424,Bh13 · 果子,-9.000428,11.234851,-11.151651
果干,Bh13,Bh13A14,@,8437,Bh13 · 果子,-10.795641,11.732921,-9.488111
果皮,Bh13,Bh13A09,=,8432,Bh13 · 果子,-12.062976,10.950869,-10.644932
果肉,Bh13,Bh13A12,=,8435,Bh13 · 果子,-10.357546,10.046994,-10.4442005
柳絮,Bh13,Bh13B14,#,8455,Bh13 · 果子,-8.699165,6.698723,-3.405924
核仁,Bh13,Bh13B15,#,8456,Bh13 · 果子,-8.90003,6.409485,-8.098084
核儿,Bh13,Bh13A10,=,8433,Bh13 · 果子,-8.572466,1.9847766,-7.1058855
核果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-9.607305,10.714837,-10.047784
桃仁,Bh13,Bh13B15,#,8456,Bh13 · 果子,-8.674674,6.165422,-7.2710414
桐子,Bh13,Bh13B16,#,8457,Bh13 · 果子,-11.381996,4.144685,-3.8707402
桑果,Bh13,Bh13A03,=,8426,Bh13 · 果子,-11.545417,9.575899,-8.708583
桑葚,Bh13,Bh13A03,=,8426,Bh13 · 果子,-10.541855,7.975886,-6.164562
梅子,Bh13,Bh13A02,=,8425,Bh13 · 果子,-10.61449,3.7109416,-4.327137
棉籽,Bh13,Bh13B20,#,8461,Bh13 · 果子,-12.2277975,4.2020874,-10.477067
棉铃,Bh13,Bh13B14,#,8455,Bh13 · 果子,-8.664089,6.9549823,-4.1703863
椰胡,Bh13,Bh13A18,#,8441,Bh13 · 果子,-10.889187,7.877668,-5.354186
榆荚,Bh13,Bh13A18,#,8441,Bh13 · 果子,-10.587186,10.720313,-5.9582
榆钱,Bh13,Bh13B14,#,8455,Bh13 · 果子,-9.644509,9.795727,-5.2587514
槐角,Bh13,Bh13A16,@,8439,Bh13 · 果子,-9.121918,9.163415,-5.1542807
樟脑,Bh13,Bh13A18,#,8441,Bh13 · 果子,-10.689429,9.763339,-3.8926852
橡实,Bh13,Bh13A04,@,8427,Bh13 · 果子,-7.436611,10.077053,-6.802698
沙瓤,Bh13,Bh13A12,=,8435,Bh13 · 果子,-6.5389395,7.42717,-6.154342
油茶籽,Bh13,Bh13B20,#,8461,Bh13 · 果子,-13.452463,4.9899945,-9.384108
浆果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-9.801831,9.955149,-9.124814
液果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-8.327555,9.672284,-9.956047
火种,Bh13,Bh13B12,@,8453,Bh13 · 果子,-6.5315766,2.0997584,-11.236525
球果,Bh13,Bh13A17,#,8440,Bh13 · 果子,1.7028276,6.3612056,-6.6774087
瓜仁,Bh13,Bh13B15,#,8456,Bh13 · 果子,-10.087203,6.022678,-7.3145876
瓜子,Bh13,Bh13B16,#,8457,Bh13 · 果子,-11.93137,2.9860797,-6.4420176
瓤子,Bh13,Bh13A12,=,8435,Bh13 · 果子,-10.60144,2.4938548,-6.7094765
瘦果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-8.439706,9.590601,-8.6382
白瓜子,Bh13,Bh13B16,#,8457,Bh13 · 果子,-13.047673,3.3722272,-6.9355
真果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-5.0211525,9.220583,-10.658854
砻糠,Bh13,Bh13B13,#,8454,Bh13 · 果子,-11.0520115,3.048175,-13.079233
秋冬种,Bh13,Bh13B19,#,8460,Bh13 · 果子,-4.2416315,3.4810488,-10.661139
种仁,Bh13,Bh13B02,=,8443,Bh13 · 果子,-7.675121,6.6018577,-7.402308
稻种,Bh13,Bh13B17,#,8458,Bh13 · 果子,-6.845384,3.40689,-12.133833
稻糠,Bh13,Bh13B13,#,8454,Bh13 · 果子,-11.880198,3.0969381,-11.810084
籽儿,Bh13,Bh13B01,=,8442,Bh13 · 果子,-9.688902,2.2079835,-6.9431815
籽粒,Bh13,Bh13B01,=,8442,Bh13 · 果子,-9.652815,5.423161,-10.161135
糠秕,Bh13,Bh13B13,#,8454,Bh13 · 果子,-11.450134,3.1573303,-13.140729
红果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-10.057497,9.332237,-7.848601
翅果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-9.884337,9.453979,-11.491884
芡实,Bh13,Bh13B07,=,8448,Bh13 · 果子,-10.65096,12.444581,-7.4090505
芥子,Bh13,Bh13B16,#,8457,Bh13 · 果子,-10.946909,4.3686438,-6.9952993
花果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-10.935111,8.618235,-10.738511
花生仁,Bh13,Bh13B04,=,8445,Bh13 · 果子,-10.917664,6.4380126,-7.693593
花生果,Bh13,Bh13A18,#,8441,Bh13 · 果子,-12.286792,7.727653,-8.594562
花生米,Bh13,Bh13B04,=,8445,Bh13 · 果子,-13.006787,6.5852194,-7.199539
花籽,Bh13,Bh13B20,#,8461,Bh13 · 果子,-11.02746,5.933428,-10.002155
草种,Bh13,Bh13B10,=,8451,Bh13 · 果子,-5.540238,3.731725,-9.918716
草籽,Bh13,Bh13B10,=,8451,Bh13 · 果子,-11.289489,5.7102637,-10.49657
荚果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-11.487786,10.957314,-11.660253
荸荠,Bh13,Bh13A08,=,8431,Bh13 · 果子,-14.676748,3.8819351,-6.3027587
莲子,Bh13,Bh13B05,=,8446,Bh13 · 果子,-11.252471,4.469632,-5.561502
莲蓬子儿,Bh13,Bh13B05,=,8446,Bh13 · 果子,-9.5663395,1.881297,-4.4608073
菜子,Bh13,Bh13B06,=,8447,Bh13 · 果子,-11.226544,2.7116523,-4.7729516
菱角,Bh13,Bh13A06,=,8429,Bh13 · 果子,-8.224848,8.982379,-4.5749083
落果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-7.2603483,9.586491,-10.81105
葵花仁,Bh13,Bh13B11,=,8452,Bh13 · 果子,-11.330536,6.154848,-7.8960476
葵花子,Bh13,Bh13B11,=,8452,Bh13 · 果子,-11.9682665,5.1129,-6.8399496
葵花籽,Bh13,Bh13B20,#,8461,Bh13 · 果子,-12.3320465,5.5470185,-8.727409
蒴果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-9.545414,8.870222,-10.242327
蓖麻子,Bh13,Bh13B16,#,8457,Bh13 · 果子,-11.4817295,4.038655,-8.30122
蕾铃,Bh13,Bh13B14,#,8455,Bh13 · 果子,-7.142254,5.748621,-3.6691282
薏米,Bh13,Bh13B08,@,8449,Bh13 · 果子,-15.203042,4.01526,-6.29561
蚕种,Bh13,Bh13B17,#,8458,Bh13 · 果子,-5.8535614,3.2728584,-12.205608
西瓜籽,Bh13,Bh13B20,#,8461,Bh13 · 果子,-13.311218,4.469795,-8.552465
角果,Bh13,Bh13A17,#,8440,Bh13 · 果子,-7.6078095,8.871,-8.999356
